asv_id	Kingdom	Phylum	Class	Order	Family	Genus
ASV_59221	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_59481	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosopumilales	f__Nitrosopumilaceae	g__NA
ASV_59519	k__Archaea	p__Asgardarchaeota	c__Lokiarchaeia	o__NA	f__NA	g__NA
ASV_59524	k__Archaea	p__NA	c__NA	o__NA	f__NA	g__NA
ASV_59525	k__Archaea	p__Halobacterota	c__NA	o__NA	f__NA	g__NA
ASV_59535	k__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__SCGC_AAA011-D5	g__NA
ASV_59551	k__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__NA	g__NA
ASV_59587	k__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__SCGC_AAA011-D5	g__NA
ASV_59654	k__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__NA	g__NA
ASV_59720	k__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__NA	g__NA
ASV_59948	k__Archaea	p__Crenarchaeota	c__Bathyarchaeia	o__NA	f__NA	g__NA
ASV_59956	k__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__GW2011_GWC1_47_15	g__NA
ASV_60018	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__NA
ASV_60184	k__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__NA	g__NA
ASV_60440	k__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__GW2011_GWC1_47_15	g__NA
ASV_60457	k__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__NA	g__NA
